SCHEMA_NAME, TABLE_NAME, COLUMN_NAME, POSITION, STATUS, PARENT_SCHEMA_NAME, PARENT_TABLE_NAME, PARENT_COLUMN_NAME, PARENT_COLUMN_POSITION, JOIN_CONDITION, JOIN_TYPE,
TBQA2,LBB002_LAB_NT_TXT,FK_LAB_NOTE_ID,3,ENABLED,TBQA2,LBB001_LAB_NOTE,LAB_NOTE_ID,1,LBB001_LAB_NOTE.LAB_NOTE_ID=LBB002_LAB_NT_TXT.FK_LAB_NOTE_ID,Referential,
