SCHEMA_NAME, TABLE_NAME, COLUMN_NAME, POSITION, STATUS
TBQA2,LBB001_LAB_NOTE,LAB_NOTE_ID,1,ENABLED
TBQA2,LBB001_LAB_NOTE,FK_PLC_SRVC_LAB_CD,3,ENABLED
TBQA2,LBB002_LAB_NT_TXT,LAB_NT_TXT_ID,1,ENABLED
TBQA2,LBB002_LAB_NT_TXT,FK_LAB_NOTE_ID,3,ENABLED
TBQA2,LBB002_LAB_NT_TXT,FK_PLC_SRVC_LAB_CD,5,ENABLED
